;EONIA Index
02/07/2003;0.0212
03/07/2003;0.0212
04/07/2003;0.0212
07/07/2003;0.0211
08/07/2003;0.021
09/07/2003;0.021
10/07/2003;0.021
11/07/2003;0.0209
14/07/2003;0.0209
15/07/2003;0.0209
16/07/2003;0.0209
17/07/2003;0.0209
18/07/2003;0.0208
21/07/2003;0.0208
22/07/2003;0.0209
23/07/2003;0.0183
24/07/2003;0.0206
25/07/2003;0.0205
28/07/2003;0.0204
29/07/2003;0.0205
30/07/2003;0.0207
31/07/2003;0.0211
01/08/2003;0.0208
04/08/2003;0.0207
05/08/2003;0.0207
06/08/2003;0.0206
07/08/2003;0.0206
08/08/2003;0.0206
11/08/2003;0.0206
12/08/2003;0.0206
13/08/2003;0.0206
14/08/2003;0.0206
15/08/2003;0.0207
18/08/2003;0.0207
19/08/2003;0.0207
20/08/2003;0.0209
21/08/2003;0.0215
22/08/2003;0.0245
25/08/2003;0.021
26/08/2003;0.021
27/08/2003;0.0209
28/08/2003;0.0209
29/08/2003;0.0214
01/09/2003;0.0209
02/09/2003;0.0209
03/09/2003;0.0209
04/09/2003;0.0208
05/09/2003;0.0208
08/09/2003;0.0208
09/09/2003;0.0208
10/09/2003;0.0208
11/09/2003;0.0208
12/09/2003;0.0208
15/09/2003;0.0208
16/09/2003;0.0208
17/09/2003;0.0207
18/09/2003;0.0204
19/09/2003;0.0193
22/09/2003;0.0174
23/09/2003;0.0134
24/09/2003;0.0207
25/09/2003;0.0206
26/09/2003;0.0206
29/09/2003;0.0206
30/09/2003;0.021
01/10/2003;0.0206
02/10/2003;0.0206
03/10/2003;0.0206
06/10/2003;0.0206
07/10/2003;0.0206
08/10/2003;0.0206
09/10/2003;0.0206
10/10/2003;0.0206
13/10/2003;0.0206
14/10/2003;0.0205
15/10/2003;0.0205
16/10/2003;0.0205
17/10/2003;0.0201
20/10/2003;0.0191
21/10/2003;0.0199
22/10/2003;0.0196
23/10/2003;0.0144
24/10/2003;0.0205
27/10/2003;0.0205
28/10/2003;0.0205
29/10/2003;0.0205
30/10/2003;0.0206
31/10/2003;0.0208
03/11/2003;0.0205
04/11/2003;0.0205
05/11/2003;0.0205
06/11/2003;0.0205
07/11/2003;0.0205
10/11/2003;0.0205
11/11/2003;0.0204
12/11/2003;0.0204
13/11/2003;0.0202
14/11/2003;0.0192
17/11/2003;0.02
18/11/2003;0.0199
19/11/2003;0.0179
20/11/2003;0.0154
21/11/2003;0.0146
24/11/2003;0.0204
25/11/2003;0.0206
26/11/2003;0.0208
27/11/2003;0.0209
28/11/2003;0.0209
01/12/2003;0.0205
02/12/2003;0.0205
03/12/2003;0.0204
04/12/2003;0.0204
05/12/2003;0.0204
08/12/2003;0.0203
09/12/2003;0.0203
10/12/2003;0.0204
11/12/2003;0.0204
12/12/2003;0.0205
15/12/2003;0.0204
16/12/2003;0.0203
17/12/2003;0.0188
18/12/2003;0.0171
19/12/2003;0.0162
22/12/2003;0.0189
23/12/2003;0.0246
24/12/2003;0.0228
25/12/2003;0.0228
26/12/2003;0.0228
29/12/2003;0.0233
30/12/2003;0.0222
31/12/2003;0.0232
01/01/2004;0.0232
02/01/2004;0.0206
05/01/2004;0.0205
06/01/2004;0.0204
07/01/2004;0.0204
08/01/2004;0.0204
09/01/2004;0.0204
12/01/2004;0.0204
13/01/2004;0.0204
14/01/2004;0.0202
15/01/2004;0.0194
16/01/2004;0.0195
19/01/2004;0.0199
20/01/2004;0.02
21/01/2004;0.0204
22/01/2004;0.0198
23/01/2004;0.0192
26/01/2004;0.0205
27/01/2004;0.0205
28/01/2004;0.0205
29/01/2004;0.0205
30/01/2004;0.0206
02/02/2004;0.0204
03/02/2004;0.0203
04/02/2004;0.0203
05/02/2004;0.0203
06/02/2004;0.0202
09/02/2004;0.0202
10/02/2004;0.0202
11/02/2004;0.0202
12/02/2004;0.0202
13/02/2004;0.0202
16/02/2004;0.0202
17/02/2004;0.0202
18/02/2004;0.0202
19/02/2004;0.0202
20/02/2004;0.0204
23/02/2004;0.0205
24/02/2004;0.0205
25/02/2004;0.0205
26/02/2004;0.0205
27/02/2004;0.0206
01/03/2004;0.0204
02/03/2004;0.0203
03/03/2004;0.0199
04/03/2004;0.0188
05/03/2004;0.0184
08/03/2004;0.019
09/03/2004;0.0199
10/03/2004;0.0202
11/03/2004;0.0202
12/03/2004;0.0202
15/03/2004;0.0202
16/03/2004;0.0201
17/03/2004;0.0201
18/03/2004;0.02
19/03/2004;0.02
22/03/2004;0.0201
23/03/2004;0.0203
24/03/2004;0.0205
25/03/2004;0.0205
26/03/2004;0.0205
29/03/2004;0.0206
30/03/2004;0.0205
31/03/2004;0.0206
01/04/2004;0.0202
02/04/2004;0.0202
05/04/2004;0.0226
06/04/2004;0.0275
07/04/2004;0.0204
08/04/2004;0.0204
09/04/2004;0.0204
12/04/2004;0.0204
13/04/2004;0.0204
14/04/2004;0.0203
15/04/2004;0.0203
16/04/2004;0.0203
19/04/2004;0.0202
20/04/2004;0.0202
21/04/2004;0.0202
22/04/2004;0.0202
23/04/2004;0.0202
26/04/2004;0.0203
27/04/2004;0.0203
28/04/2004;0.0204
29/04/2004;0.0204
30/04/2004;0.0206
03/05/2004;0.0204
04/05/2004;0.0204
05/05/2004;0.0204
06/05/2004;0.0203
07/05/2004;0.0183
10/05/2004;0.0184
11/05/2004;0.0207
12/05/2004;0.0203
13/05/2004;0.0203
14/05/2004;0.0203
17/05/2004;0.0203
18/05/2004;0.0203
19/05/2004;0.0202
20/05/2004;0.0202
21/05/2004;0.0203
24/05/2004;0.0203
25/05/2004;0.0203
26/05/2004;0.0203
27/05/2004;0.0203
28/05/2004;0.0204
31/05/2004;0.0205
01/06/2004;0.0204
02/06/2004;0.0204
03/06/2004;0.0209
04/06/2004;0.0212
07/06/2004;0.0198
08/06/2004;0.0172
09/06/2004;0.0203
10/06/2004;0.0203
11/06/2004;0.0203
14/06/2004;0.0203
15/06/2004;0.0203
16/06/2004;0.0203
17/06/2004;0.0203
18/06/2004;0.0203
21/06/2004;0.0203
22/06/2004;0.0203
23/06/2004;0.0203
24/06/2004;0.0203
25/06/2004;0.0204
28/06/2004;0.0204
29/06/2004;0.0205
30/06/2004;0.0213
01/07/2004;0.0204
02/07/2004;0.0204
05/07/2004;0.0211
06/07/2004;0.0253
07/07/2004;0.0204
08/07/2004;0.0204
09/07/2004;0.0204
12/07/2004;0.0204
13/07/2004;0.0204
14/07/2004;0.0204
15/07/2004;0.0204
16/07/2004;0.0204
19/07/2004;0.0204
20/07/2004;0.0204
21/07/2004;0.0204
22/07/2004;0.0204
23/07/2004;0.0204
26/07/2004;0.0204
27/07/2004;0.0204
28/07/2004;0.0204
29/07/2004;0.0205
30/07/2004;0.0208
02/08/2004;0.0205
03/08/2004;0.0205
04/08/2004;0.0205
05/08/2004;0.0203
06/08/2004;0.0193
09/08/2004;0.02
10/08/2004;0.0216
11/08/2004;0.0204
12/08/2004;0.0204
13/08/2004;0.0204
16/08/2004;0.0204
17/08/2004;0.0204
18/08/2004;0.0204
19/08/2004;0.0204
20/08/2004;0.0204
23/08/2004;0.0204
24/08/2004;0.0204
25/08/2004;0.0204
26/08/2004;0.0204
27/08/2004;0.0204
30/08/2004;0.0204
31/08/2004;0.0206
01/09/2004;0.0204
02/09/2004;0.0202
03/09/2004;0.0201
06/09/2004;0.0216
07/09/2004;0.0217
08/09/2004;0.0205
09/09/2004;0.0204
10/09/2004;0.0204
13/09/2004;0.0204
14/09/2004;0.0204
15/09/2004;0.0204
16/09/2004;0.0204
17/09/2004;0.0204
20/09/2004;0.0204
21/09/2004;0.0204
22/09/2004;0.0204
23/09/2004;0.0204
24/09/2004;0.0204
27/09/2004;0.0204
28/09/2004;0.0204
29/09/2004;0.0204
30/09/2004;0.0209
01/10/2004;0.0205
04/10/2004;0.0205
05/10/2004;0.021
06/10/2004;0.0213
07/10/2004;0.0212
08/10/2004;0.0233
11/10/2004;0.0277
12/10/2004;0.0205
13/10/2004;0.0205
14/10/2004;0.0205
15/10/2004;0.0206
18/10/2004;0.0206
19/10/2004;0.0206
20/10/2004;0.0205
21/10/2004;0.0205
22/10/2004;0.0205
25/10/2004;0.0205
26/10/2004;0.0205
27/10/2004;0.0206
28/10/2004;0.0206
29/10/2004;0.0209
01/11/2004;0.0206
02/11/2004;0.0206
03/11/2004;0.0213
04/11/2004;0.0224
05/11/2004;0.0212
08/11/2004;0.0202
09/11/2004;0.0206
10/11/2004;0.0207
11/11/2004;0.0207
12/11/2004;0.0208
15/11/2004;0.0208
16/11/2004;0.0208
17/11/2004;0.0208
18/11/2004;0.0207
19/11/2004;0.0207
22/11/2004;0.0208
23/11/2004;0.0208
24/11/2004;0.0208
25/11/2004;0.0208
26/11/2004;0.0208
29/11/2004;0.0208
30/11/2004;0.021
01/12/2004;0.0205
02/12/2004;0.0189
03/12/2004;0.0182
06/12/2004;0.0183
07/12/2004;0.0198
08/12/2004;0.0207
09/12/2004;0.0208
10/12/2004;0.0209
13/12/2004;0.021
14/12/2004;0.021
15/12/2004;0.0209
16/12/2004;0.0208
17/12/2004;0.0208
20/12/2004;0.0208
21/12/2004;0.0209
22/12/2004;0.0208
23/12/2004;0.0208
24/12/2004;0.0208
27/12/2004;0.0208
28/12/2004;0.0208
29/12/2004;0.0208
30/12/2004;0.0211
31/12/2004;0.0221
03/01/2005;0.0209
04/01/2005;0.0209
05/01/2005;0.0208
06/01/2005;0.0208
07/01/2005;0.0208
10/01/2005;0.0209
11/01/2005;0.0209
12/01/2005;0.0208
13/01/2005;0.0198
14/01/2005;0.0197
17/01/2005;0.0212
18/01/2005;0.0214
19/01/2005;0.0208
20/01/2005;0.0208
21/01/2005;0.0208
24/01/2005;0.0208
25/01/2005;0.0208
26/01/2005;0.0208
27/01/2005;0.0208
28/01/2005;0.0208
31/01/2005;0.0209
01/02/2005;0.0207
02/02/2005;0.0201
03/02/2005;0.0205
04/02/2005;0.0204
07/02/2005;0.0203
08/02/2005;0.0207
09/02/2005;0.0207
10/02/2005;0.0207
11/02/2005;0.0207
14/02/2005;0.0207
15/02/2005;0.0207
16/02/2005;0.0206
17/02/2005;0.0206
18/02/2005;0.0206
21/02/2005;0.0206
22/02/2005;0.0206
23/02/2005;0.0206
24/02/2005;0.0206
25/02/2005;0.0206
28/02/2005;0.0207
01/03/2005;0.0206
02/03/2005;0.0206
03/03/2005;0.0205
04/03/2005;0.0202
07/03/2005;0.0198
08/03/2005;0.0201
09/03/2005;0.0206
10/03/2005;0.0206
11/03/2005;0.0206
14/03/2005;0.0206
15/03/2005;0.0206
16/03/2005;0.0206
17/03/2005;0.0206
18/03/2005;0.0206
21/03/2005;0.0206
22/03/2005;0.0207
23/03/2005;0.0207
24/03/2005;0.0207
25/03/2005;0.0207
28/03/2005;0.0207
29/03/2005;0.0207
30/03/2005;0.0207
31/03/2005;0.0212
01/04/2005;0.0207
04/04/2005;0.0207
05/04/2005;0.0207
06/04/2005;0.0207
07/04/2005;0.0207
08/04/2005;0.0206
11/04/2005;0.0209
12/04/2005;0.0218
13/04/2005;0.0207
14/04/2005;0.0207
15/04/2005;0.0207
18/04/2005;0.0207
19/04/2005;0.0207
20/04/2005;0.0206
21/04/2005;0.0206
22/04/2005;0.0206
25/04/2005;0.0207
26/04/2005;0.0207
27/04/2005;0.0207
28/04/2005;0.0208
29/04/2005;0.0209
02/05/2005;0.0207
03/05/2005;0.0207
04/05/2005;0.0208
05/05/2005;0.0209
06/05/2005;0.0206
09/05/2005;0.0205
10/05/2005;0.0199
11/05/2005;0.0207
12/05/2005;0.0207
13/05/2005;0.0207
16/05/2005;0.0207
17/05/2005;0.0207
18/05/2005;0.0207
19/05/2005;0.0207
20/05/2005;0.0207
23/05/2005;0.0207
24/05/2005;0.0208
25/05/2005;0.0208
26/05/2005;0.0208
27/05/2005;0.0208
30/05/2005;0.0208
31/05/2005;0.021
01/06/2005;0.0208
02/06/2005;0.0207
03/06/2005;0.0204
06/06/2005;0.0198
07/06/2005;0.0178
08/06/2005;0.0208
09/06/2005;0.0208
10/06/2005;0.0208
13/06/2005;0.0208
14/06/2005;0.0208
15/06/2005;0.0207
16/06/2005;0.0207
17/06/2005;0.0207
20/06/2005;0.0207
21/06/2005;0.0207
22/06/2005;0.0207
23/06/2005;0.0207
24/06/2005;0.0208
27/06/2005;0.0209
28/06/2005;0.0209
29/06/2005;0.021
30/06/2005;0.0217
01/07/2005;0.0208
04/07/2005;0.0208
05/07/2005;0.0208
06/07/2005;0.0208
07/07/2005;0.0211
08/07/2005;0.0203
11/07/2005;0.0197
12/07/2005;0.0206
13/07/2005;0.0208
14/07/2005;0.0208
15/07/2005;0.0208
18/07/2005;0.0208
19/07/2005;0.0208
20/07/2005;0.0207
21/07/2005;0.0207
22/07/2005;0.0207
25/07/2005;0.0208
26/07/2005;0.0208
27/07/2005;0.0208
28/07/2005;0.0208
29/07/2005;0.0211
01/08/2005;0.0208
02/08/2005;0.0208
03/08/2005;0.0208
04/08/2005;0.0209
05/08/2005;0.0209
08/08/2005;0.0207
09/08/2005;0.0163
10/08/2005;0.0208
11/08/2005;0.0208
12/08/2005;0.0208
15/08/2005;0.0208
16/08/2005;0.0208
17/08/2005;0.0208
18/08/2005;0.0208
19/08/2005;0.0208
22/08/2005;0.0208
23/08/2005;0.0208
24/08/2005;0.0208
25/08/2005;0.0208
26/08/2005;0.0208
29/08/2005;0.0208
30/08/2005;0.0207
31/08/2005;0.0209
01/09/2005;0.0208
02/09/2005;0.0209
05/09/2005;0.0217
06/09/2005;0.0218
07/09/2005;0.0208
08/09/2005;0.0208
09/09/2005;0.0208
12/09/2005;0.0208
13/09/2005;0.0208
14/09/2005;0.0208
15/09/2005;0.0208
16/09/2005;0.0208
19/09/2005;0.0208
20/09/2005;0.0208
21/09/2005;0.0208
22/09/2005;0.0208
23/09/2005;0.0208
26/09/2005;0.0208
27/09/2005;0.0209
28/09/2005;0.0209
29/09/2005;0.021
30/09/2005;0.0215
03/10/2005;0.0209
04/10/2005;0.0209
05/10/2005;0.021
06/10/2005;0.021
07/10/2005;0.0202
10/10/2005;0.0196
11/10/2005;0.0193
12/10/2005;0.0208
13/10/2005;0.0208
14/10/2005;0.0208
17/10/2005;0.0208
18/10/2005;0.0208
19/10/2005;0.0208
20/10/2005;0.0208
21/10/2005;0.0208
24/10/2005;0.0208
25/10/2005;0.0208
26/10/2005;0.0208
27/10/2005;0.0208
28/10/2005;0.0207
31/10/2005;0.0209
01/11/2005;0.0207
02/11/2005;0.0207
03/11/2005;0.0207
04/11/2005;0.0209
07/11/2005;0.0209
08/11/2005;0.0187
09/11/2005;0.0208
10/11/2005;0.0208
11/11/2005;0.0208
14/11/2005;0.0208
15/11/2005;0.0208
16/11/2005;0.0208
17/11/2005;0.0208
18/11/2005;0.0208
21/11/2005;0.0211
22/11/2005;0.0216
23/11/2005;0.0219
24/11/2005;0.0216
25/11/2005;0.0211
28/11/2005;0.0211
29/11/2005;0.0209
30/11/2005;0.0206
01/12/2005;0.0204
02/12/2005;0.018
05/12/2005;0.0185
06/12/2005;0.0232
07/12/2005;0.0232
08/12/2005;0.0232
09/12/2005;0.0232
12/12/2005;0.0232
13/12/2005;0.0232
14/12/2005;0.0232
15/12/2005;0.0232
16/12/2005;0.0233
19/12/2005;0.0233
20/12/2005;0.0233
21/12/2005;0.0234
22/12/2005;0.024
23/12/2005;0.0235
26/12/2005;0.0235
27/12/2005;0.0235
28/12/2005;0.0235
29/12/2005;0.0234
30/12/2005;0.0242
02/01/2006;0.0235
03/01/2006;0.0234
04/01/2006;0.0234
05/01/2006;0.0234
06/01/2006;0.0234
09/01/2006;0.0234
10/01/2006;0.0234
11/01/2006;0.0234
12/01/2006;0.0232
13/01/2006;0.0221
16/01/2006;0.0231
17/01/2006;0.023
18/01/2006;0.0233
19/01/2006;0.0233
20/01/2006;0.0233
23/01/2006;0.0233
24/01/2006;0.0233
25/01/2006;0.0233
26/01/2006;0.0233
27/01/2006;0.0233
30/01/2006;0.0233
31/01/2006;0.0234
01/02/2006;0.0233
02/02/2006;0.0234
03/02/2006;0.024
06/02/2006;0.0238
07/02/2006;0.0234
08/02/2006;0.0234
09/02/2006;0.0234
10/02/2006;0.0234
13/02/2006;0.0234
14/02/2006;0.0234
15/02/2006;0.0234
16/02/2006;0.0234
17/02/2006;0.0234
20/02/2006;0.0234
21/02/2006;0.0234
22/02/2006;0.0234
23/02/2006;0.0235
24/02/2006;0.0235
27/02/2006;0.0236
28/02/2006;0.024
01/03/2006;0.0237
02/03/2006;0.0238
03/03/2006;0.0235
06/03/2006;0.0229
07/03/2006;0.0208
08/03/2006;0.0258
09/03/2006;0.0258
10/03/2006;0.0258
13/03/2006;0.0258
14/03/2006;0.0258
15/03/2006;0.0258
16/03/2006;0.0258
17/03/2006;0.0258
20/03/2006;0.0258
21/03/2006;0.0258
22/03/2006;0.0258
23/03/2006;0.0258
24/03/2006;0.0258
27/03/2006;0.0258
28/03/2006;0.0258
29/03/2006;0.0258
30/03/2006;0.0259
31/03/2006;0.0262
03/04/2006;0.0259
04/04/2006;0.0259
05/04/2006;0.0261
06/04/2006;0.0267
07/04/2006;0.0269
10/04/2006;0.0271
11/04/2006;0.0263
12/04/2006;0.026
13/04/2006;0.0261
14/04/2006;0.0261
17/04/2006;0.0261
18/04/2006;0.0261
19/04/2006;0.0261
20/04/2006;0.0262
21/04/2006;0.0262
24/04/2006;0.0262
25/04/2006;0.0263
26/04/2006;0.0263
27/04/2006;0.0262
28/04/2006;0.0265
01/05/2006;0.0265
02/05/2006;0.0262
03/05/2006;0.0259
04/05/2006;0.0249
05/05/2006;0.0239
08/05/2006;0.0243
09/05/2006;0.0252
10/05/2006;0.026
11/05/2006;0.0261
12/05/2006;0.0261
15/05/2006;0.0261
16/05/2006;0.026
17/05/2006;0.026
18/05/2006;0.026
19/05/2006;0.026
22/05/2006;0.026
23/05/2006;0.026
24/05/2006;0.026
25/05/2006;0.026
26/05/2006;0.026
29/05/2006;0.026
30/05/2006;0.026
31/05/2006;0.0262
01/06/2006;0.026
02/06/2006;0.0259
05/06/2006;0.0257
06/06/2006;0.0255
07/06/2006;0.0247
08/06/2006;0.0247
09/06/2006;0.0248
12/06/2006;0.025
13/06/2006;0.0252
14/06/2006;0.025
15/06/2006;0.0284
16/06/2006;0.0284
19/06/2006;0.0284
20/06/2006;0.0284
21/06/2006;0.0284
22/06/2006;0.0283
23/06/2006;0.0283
26/06/2006;0.0283
27/06/2006;0.0284
28/06/2006;0.0284
29/06/2006;0.0284
30/06/2006;0.0289
03/07/2006;0.0283
04/07/2006;0.0282
05/07/2006;0.0281
06/07/2006;0.028
07/07/2006;0.0278
10/07/2006;0.0278
11/07/2006;0.0276
12/07/2006;0.0283
13/07/2006;0.0283
14/07/2006;0.0283
17/07/2006;0.0283
18/07/2006;0.0283
19/07/2006;0.0283
20/07/2006;0.0283
21/07/2006;0.0283
24/07/2006;0.0283
25/07/2006;0.0283
26/07/2006;0.0282
27/07/2006;0.0281
28/07/2006;0.0278
31/07/2006;0.028
01/08/2006;0.0278
02/08/2006;0.0277
03/08/2006;0.0275
04/08/2006;0.027
07/08/2006;0.0268
08/08/2006;0.0273
09/08/2006;0.0307
10/08/2006;0.0307
11/08/2006;0.0307
14/08/2006;0.0307
15/08/2006;0.0307
16/08/2006;0.0307
17/08/2006;0.0307
18/08/2006;0.0307
21/08/2006;0.0307
22/08/2006;0.0306
23/08/2006;0.0305
24/08/2006;0.0303
25/08/2006;0.0301
28/08/2006;0.0301
29/08/2006;0.0301
30/08/2006;0.0302
31/08/2006;0.0304
01/09/2006;0.0301
04/09/2006;0.0298
05/09/2006;0.0304
06/09/2006;0.0306
07/09/2006;0.0306
08/09/2006;0.0306
11/09/2006;0.0306
12/09/2006;0.0306
13/09/2006;0.0305
14/09/2006;0.0305
15/09/2006;0.0305
18/09/2006;0.0305
19/09/2006;0.0304
20/09/2006;0.0304
21/09/2006;0.0302
22/09/2006;0.0301
25/09/2006;0.0301
26/09/2006;0.0302
27/09/2006;0.0304
28/09/2006;0.0305
29/09/2006;0.031
02/10/2006;0.0306
03/10/2006;0.031
04/10/2006;0.0319
05/10/2006;0.0324
06/10/2006;0.0325
09/10/2006;0.0319
10/10/2006;0.0309
11/10/2006;0.0331
12/10/2006;0.0331
13/10/2006;0.0331
16/10/2006;0.0332
17/10/2006;0.0332
18/10/2006;0.0332
19/10/2006;0.0333
20/10/2006;0.0333
23/10/2006;0.0333
24/10/2006;0.0334
25/10/2006;0.0334
26/10/2006;0.0335
27/10/2006;0.0335
30/10/2006;0.0336
31/10/2006;0.0338
01/11/2006;0.0333
02/11/2006;0.0336
03/11/2006;0.0335
06/11/2006;0.0333
07/11/2006;0.0332
08/11/2006;0.0333
09/11/2006;0.0333
10/11/2006;0.0333
13/11/2006;0.0333
14/11/2006;0.0333
15/11/2006;0.0333
16/11/2006;0.0332
17/11/2006;0.0332
20/11/2006;0.0332
21/11/2006;0.0332
22/11/2006;0.0332
23/11/2006;0.0332
24/11/2006;0.0332
27/11/2006;0.0332
28/11/2006;0.0332
29/11/2006;0.0332
30/11/2006;0.0334
01/12/2006;0.0332
04/12/2006;0.0332
05/12/2006;0.0332
06/12/2006;0.0331
07/12/2006;0.0328
08/12/2006;0.0329
11/12/2006;0.0335
12/12/2006;0.0336
13/12/2006;0.0357
14/12/2006;0.0358
15/12/2006;0.0359
18/12/2006;0.036
19/12/2006;0.0361
20/12/2006;0.0363
21/12/2006;0.0367
22/12/2006;0.0367
25/12/2006;0.0367
26/12/2006;0.0367
27/12/2006;0.0369
28/12/2006;0.0367
29/12/2006;0.0369
01/01/2007;0.0369
02/01/2007;0.036
03/01/2007;0.036
04/01/2007;0.036
05/01/2007;0.0359
08/01/2007;0.0358
09/01/2007;0.0356
10/01/2007;0.0353
11/01/2007;0.0352
12/01/2007;0.035
15/01/2007;0.0352
16/01/2007;0.035
17/01/2007;0.0357
18/01/2007;0.0357
19/01/2007;0.0357
22/01/2007;0.0357
23/01/2007;0.0357
24/01/2007;0.0357
25/01/2007;0.0357
26/01/2007;0.0357
29/01/2007;0.0357
30/01/2007;0.0357
31/01/2007;0.0359
01/02/2007;0.0357
02/02/2007;0.0356
05/02/2007;0.0356
06/02/2007;0.0355
07/02/2007;0.0353
08/02/2007;0.0353
09/02/2007;0.0354
12/02/2007;0.0355
13/02/2007;0.0371
14/02/2007;0.0357
15/02/2007;0.0357
16/02/2007;0.0357
19/02/2007;0.0357
20/02/2007;0.0357
21/02/2007;0.0357
22/02/2007;0.0357
23/02/2007;0.0357
26/02/2007;0.0357
27/02/2007;0.0356
28/02/2007;0.036
01/03/2007;0.0357
02/03/2007;0.0357
05/03/2007;0.0356
06/03/2007;0.0356
07/03/2007;0.0355
08/03/2007;0.0354
09/03/2007;0.0352
12/03/2007;0.0352
13/03/2007;0.0311
14/03/2007;0.0382
15/03/2007;0.0382
16/03/2007;0.0382
19/03/2007;0.0382
20/03/2007;0.0382
21/03/2007;0.0381
22/03/2007;0.0381
23/03/2007;0.0381
26/03/2007;0.0381
27/03/2007;0.0381
28/03/2007;0.0382
29/03/2007;0.0383
30/03/2007;0.039
02/04/2007;0.0383
03/04/2007;0.0384
04/04/2007;0.0384
05/04/2007;0.0386
06/04/2007;0.0386
09/04/2007;0.0386
10/04/2007;0.0383
11/04/2007;0.0383
12/04/2007;0.0382
13/04/2007;0.0373
16/04/2007;0.0369
17/04/2007;0.0379
18/04/2007;0.0383
19/04/2007;0.0383
20/04/2007;0.0383
23/04/2007;0.0383
24/04/2007;0.0383
25/04/2007;0.0383
26/04/2007;0.0383
27/04/2007;0.0383
30/04/2007;0.0387
01/05/2007;0.0387
02/05/2007;0.0384
03/05/2007;0.0384
04/05/2007;0.0383
07/05/2007;0.0383
08/05/2007;0.0381
09/05/2007;0.037
10/05/2007;0.0367
11/05/2007;0.0368
14/05/2007;0.0339
15/05/2007;0.0383
16/05/2007;0.0383
17/05/2007;0.0383
18/05/2007;0.0383
21/05/2007;0.0383
22/05/2007;0.0383
23/05/2007;0.0383
24/05/2007;0.0383
25/05/2007;0.0383
28/05/2007;0.0383
29/05/2007;0.0383
30/05/2007;0.0382
31/05/2007;0.0385
01/06/2007;0.038
04/06/2007;0.0376
05/06/2007;0.0373
06/06/2007;0.0368
07/06/2007;0.0369
08/06/2007;0.0382
11/06/2007;0.0381
12/06/2007;0.0379
13/06/2007;0.0408
14/06/2007;0.0408
15/06/2007;0.0407
18/06/2007;0.0407
19/06/2007;0.0407
20/06/2007;0.0406
21/06/2007;0.0406
22/06/2007;0.0406
25/06/2007;0.0407
26/06/2007;0.0407
27/06/2007;0.0408
28/06/2007;0.0408
29/06/2007;0.0414
02/07/2007;0.0407
03/07/2007;0.0404
04/07/2007;0.0401
05/07/2007;0.0405
06/07/2007;0.0406
09/07/2007;0.0406
10/07/2007;0.0407
11/07/2007;0.0407
12/07/2007;0.0407
13/07/2007;0.0407
16/07/2007;0.0407
17/07/2007;0.0407
18/07/2007;0.0407
19/07/2007;0.0407
20/07/2007;0.0407
23/07/2007;0.0407
24/07/2007;0.0407
25/07/2007;0.0407
26/07/2007;0.0407
27/07/2007;0.0406
30/07/2007;0.0405
31/07/2007;0.0408
01/08/2007;0.0405
02/08/2007;0.0404
03/08/2007;0.0405
06/08/2007;0.0407
07/08/2007;0.0423
08/08/2007;0.0409
09/08/2007;0.0422
10/08/2007;0.0414
13/08/2007;0.041
14/08/2007;0.0405
15/08/2007;0.0401
16/08/2007;0.04
17/08/2007;0.04
20/08/2007;0.0402
21/08/2007;0.0402
22/08/2007;0.0403
23/08/2007;0.0403
24/08/2007;0.0393
27/08/2007;0.0382
28/08/2007;0.0372
29/08/2007;0.0405
30/08/2007;0.0413
31/08/2007;0.0429
03/09/2007;0.04272
04/09/2007;0.04458
05/09/2007;0.04588
06/09/2007;0.0405
07/09/2007;0.03816
10/09/2007;0.03538
11/09/2007;0.03865
12/09/2007;0.04113
13/09/2007;0.03956
14/09/2007;0.03662
17/09/2007;0.03573
18/09/2007;0.03618
19/09/2007;0.04095
20/09/2007;0.04007
21/09/2007;0.04041
24/09/2007;0.04109
25/09/2007;0.04218
26/09/2007;0.04293
27/09/2007;0.04137
28/09/2007;0.04162
01/10/2007;0.03858
02/10/2007;0.03829
03/10/2007;0.03845
04/10/2007;0.03811
05/10/2007;0.03673
08/10/2007;0.03621
09/10/2007;0.03945
10/10/2007;0.03946
11/10/2007;0.03818
12/10/2007;0.0383
15/10/2007;0.0399
16/10/2007;0.04008
17/10/2007;0.04029
18/10/2007;0.04039
19/10/2007;0.0403
22/10/2007;0.04033
23/10/2007;0.04038
24/10/2007;0.04033
25/10/2007;0.04033
26/10/2007;0.04033
29/10/2007;0.04039
30/10/2007;0.04041
31/10/2007;0.04131
01/11/2007;0.04067
02/11/2007;0.04061
05/11/2007;0.04054
06/11/2007;0.04041
07/11/2007;0.04041
08/11/2007;0.04035
09/11/2007;0.03944
12/11/2007;0.03837
13/11/2007;0.03755
14/11/2007;0.04039
15/11/2007;0.04047
16/11/2007;0.04056
19/11/2007;0.04057
20/11/2007;0.04073
21/11/2007;0.04083
22/11/2007;0.04099
23/11/2007;0.04108
26/11/2007;0.04078
27/11/2007;0.04039
28/11/2007;0.03965
29/11/2007;0.0397
30/11/2007;0.04038
03/12/2007;0.03964
04/12/2007;0.03914
05/12/2007;0.03793
06/12/2007;0.03735
07/12/2007;0.03789
10/12/2007;0.03857
11/12/2007;0.04038
12/12/2007;0.04043
13/12/2007;0.04026
14/12/2007;0.03852
17/12/2007;0.03912
18/12/2007;0.03874
19/12/2007;0.0387
20/12/2007;0.03933
21/12/2007;0.03882
24/12/2007;0.03849
25/12/2007;0.03849
26/12/2007;0.03849
